STRUCTURE,STRUCTURE_ID,freq,reporter,partner,product,flow,indicators,TIME_PERIOD,OBS_VALUE
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2018-04,6672
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2001-10,148008
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2002-07,39320
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2014-05,43804
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2011-05,32669
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2009-05,3257
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2013-05,105725
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2022-05,6686
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2021-05,32548
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2010-06,17445
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2008-05,18720
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2018-05,35883
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2005-06,10317
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2012-05,82303
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2019-05,17244
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2016-05,35562
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2006-05,30066
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2003-09,4640
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2004-11,2302
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2015-05,179550
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2007-05,93660
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2020-05,27745
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2023-05,4437
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2017-05,8347
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2008-06,54148
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2010-07,46910
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2002-08,682
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2003-10,651
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2013-06,51916
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2023-06,39105
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2011-06,23948
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2022-06,11580
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2006-06,14531
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2015-06,52493
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2021-06,64461
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2019-06,53377
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2016-06,60515
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2007-06,50211
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2012-06,61219
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2009-06,4622
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2014-06,70698
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2020-06,13716
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2018-06,28118
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2005-08,6060
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2017-06,42634
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2001-11,6130
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2013-07,59699
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2002-09,4988
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2014-07,59132
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2010-08,27127
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2016-07,25931
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2022-07,33835
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2005-09,2025
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2012-07,42606
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2023-07,65631
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2009-07,21990
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2020-07,20126
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2007-07,49840
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2006-07,14733
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2019-07,27852
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2011-07,4826
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2017-07,52484
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2001-12,267432
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2003-12,2309
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2018-07,27965
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2008-07,63829
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2021-07,39139
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2015-07,48822
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2007-08,30099
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2018-08,51409
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2009-08,538
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2013-08,95407
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2015-08,66042
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2010-09,30317
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2014-08,28199
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2022-08,111685
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2002-10,14355
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2016-08,29590
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2006-08,14608
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2023-08,85587
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2019-08,29230
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2017-08,24301
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2020-08,12474
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2005-11,15037
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2008-08,26393
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2011-08,47435
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2021-08,44738
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2012-08,44758
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2017-09,42157
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2007-09,49001
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2019-09,22441
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2018-09,42255
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2022-10,64166
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2002-12,2744
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2013-09,56235
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2016-09,14678
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2015-09,97648
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2010-10,18593
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2011-09,23791
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2020-09,13305
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2023-09,4339
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2012-09,29210
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2008-09,16085
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2014-09,42496
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2021-09,30462
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2009-09,30785
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2006-09,66450
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2005-12,29407
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2008-10,64046
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2021-10,86512
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2020-10,33646
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2018-10,34613
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2023-10,10677
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2014-10,33708
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2009-10,24938
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2011-10,15900
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2015-10,36833
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2007-10,30949
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2016-10,22332
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2013-10,76509
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2017-10,25641
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2010-11,21402
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2022-11,9066
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2019-10,33456
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2012-10,47580
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2006-10,11536
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2011-11,91821
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2016-11,101586
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2010-12,14467
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2009-11,16815
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2021-11,110640
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2017-11,27797
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2023-11,76353
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2013-11,53994
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2022-12,33064
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2006-11,27139
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2019-11,42572
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2015-11,6863
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2012-11,46534
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2020-11,25149
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2008-11,80481
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2018-11,47630
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2014-11,30344
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2007-11,50340
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2006-12,14523
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2009-12,36732
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2012-12,40572
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2018-12,42153
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2014-12,63540
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2015-12,60653
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2020-12,54262
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2008-12,96784
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2019-12,62637
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2023-12,49158
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2017-12,43729
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2016-12,69405
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2013-12,36111
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2011-12,29080
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2007-12,31769
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BY,6343,2,VALUE_IN_EUROS,2021-12,99121
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BZ,6343,2,VALUE_IN_EUROS,2003-05,1
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BZ,6343,2,VALUE_IN_EUROS,2013-02,1166
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BZ,6343,2,VALUE_IN_EUROS,2006-03,1010
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BZ,6343,2,VALUE_IN_EUROS,2017-04,34000
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BZ,6343,2,VALUE_IN_EUROS,2016-09,37439
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BZ,6343,2,VALUE_IN_EUROS,2002-02,289
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BZ,6343,2,VALUE_IN_EUROS,2002-06,22
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BZ,6343,2,VALUE_IN_EUROS,2016-11,36516
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,BZ,6343,2,VALUE_IN_EUROS,2003-11,125
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2011-01,421370
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2017-01,738235
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2010-01,286856
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2015-01,378998
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2004-01,503173
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2002-01,336039
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2000-01,210494
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2001-01,360275
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2007-01,374120
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2006-01,600356
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,1999-01,101903
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2018-01,885760
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2012-01,442175
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2020-01,1166488
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2005-01,461130
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2021-01,939028
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2014-01,655260
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2003-01,460586
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2023-01,1653497
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2019-01,831081
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2024-01,1610399
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2013-01,639935
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2022-01,2230989
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2016-01,924355
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2009-01,883558
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2008-01,337875
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2010-02,547900
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2009-02,950841
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2011-02,457932
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2017-02,1067712
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2000-02,280829
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2001-02,291907
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2008-02,488404
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2012-02,463610
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2004-02,570843
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,1999-02,64917
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2019-02,740040
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2002-02,465267
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2018-02,908547
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2024-02,1355974
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2015-02,718398
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2003-02,394119
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2007-02,536065
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2021-02,1601634
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2020-02,1254430
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2013-02,1113459
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2005-02,443853
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2016-02,1242825
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2014-02,743554
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2006-02,514719
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2023-02,1469872
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2022-02,2517964
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2018-03,918391
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2012-03,589421
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2004-03,485076
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2017-03,714645
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2010-03,662935
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2023-03,1718932
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2019-03,936242
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2014-03,626054
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2001-03,409776
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2013-03,766611
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2002-03,642817
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2007-03,895297
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,1999-03,77930
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2011-03,797136
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,CA,6343,2,VALUE_IN_EUROS,2021-03,2072285
