TIME,year,month,T#AT#apples_golden,T#CZ#apples_golden,T#ES#apples_golden,T#FR#apples_golden,T#IT#apples_golden,C#BEL#inflazione,C#ITA#inflazione,C#DEU#inflazione,C#FRA#inflazione,C#ESP#inflazione,C#IRL#inflazione,C#BEL#gdp,C#ITA#gdp,C#DEU#gdp,C#FRA#gdp,C#ESP#gdp,C#IRL#gdp
2007-06-25,2007,6,,,60.62,,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-07-02,2007,7,,,62.61,,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-07-09,2007,7,73.08,,64.79,,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-07-16,2007,7,73.63,,67.15,,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-07-23,2007,7,73.84,,69.05,,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-07-30,2007,7,73.55,,70.55,,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-08-06,2007,8,73.35,,,,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-08-13,2007,8,72.8,,,,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-08-20,2007,8,71.45,,,,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-08-27,2007,8,70.8,,,,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-09-03,2007,9,70.78,,,,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-09-10,2007,9,70.63,,,,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-09-17,2007,9,70.41,,,,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-09-24,2007,9,70.04,,,,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-10-01,2007,10,69.69,,,,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-10-08,2007,10,69.41,,,,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-10-15,2007,10,69.2,57.22,60.09,,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-10-22,2007,10,69.14,56.39,59.25,,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-10-29,2007,10,69.31,55.57,59.04,,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-11-05,2007,11,69.67,54.61,59.23,60.2,68.0,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-11-12,2007,11,69.77,54.25,59.29,58.96,68.0,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-11-19,2007,11,69.39,54.06,59.34,58.42,68.0,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-11-26,2007,11,68.98,54.29,58.98,58.02,68.0,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-12-03,2007,12,68.37,54.75,58.58,57.79,68.0,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-12-10,2007,12,67.51,55.24,58.12,57.74,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-12-17,2007,12,,55.73,57.81,58.02,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-12-24,2007,12,65.14,,57.26,58.29,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-12-31,2007,12,64.47,,56.87,58.45,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2008-01-07,2008,1,63.96,,56.22,58.62,,,,,,,,,,,,,
2008-01-14,2008,1,63.55,,56.02,59.19,,,,,,,,,,,,,
2008-01-21,2008,1,63.67,,56.1,60.29,,,,,,,,,,,,,
2008-01-28,2008,1,63.94,,56.07,61.67,,3.35,2.7,2.49,2.25,3.52,4.42,46595.87,39627.41,43910.16,43819.53,34259.56,61371.67
2008-02-04,2008,2,64.33,,55.98,63.05,,3.73,2.91,2.53,2.43,3.71,4.3,47165.05,40066.58,44477.67,44385.01,34676.62,61365.48
2008-02-11,2008,2,64.65,58.46,55.77,64.05,,4.11,3.13,2.58,2.62,3.89,4.18,47734.22,40505.75,45045.19,44950.48,35093.67,61359.29
2008-02-18,2008,2,64.88,59.3,55.65,65.07,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-02-25,2008,2,65.24,60.05,55.71,66.12,70.14,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-03-03,2008,3,65.67,60.63,55.74,67.02,70.71,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-03-10,2008,3,66.02,61.24,55.63,67.53,71.71,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-03-17,2008,3,66.31,61.66,55.59,67.86,72.71,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-03-24,2008,3,66.59,62.32,55.5,68.05,73.71,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-03-31,2008,3,67.2,62.6,55.55,68.62,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-04-07,2008,4,68.06,62.36,55.52,69.17,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-04-14,2008,4,69.33,,55.28,69.74,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-04-21,2008,4,70.65,,55.31,70.12,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-04-28,2008,4,71.8,,55.38,70.91,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-05-05,2008,5,73.43,,55.59,72.24,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-05-12,2008,5,75.35,,55.55,73.67,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-05-19,2008,5,77.12,,55.86,75.1,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-05-26,2008,5,79.16,,,76.71,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-06-02,2008,6,80.88,,,78.33,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-06-09,2008,6,83.23,,,80.0,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-06-16,2008,6,85.47,,59.12,81.29,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-06-23,2008,6,86.63,,60.31,82.05,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-06-30,2008,6,87.49,,61.76,82.76,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-07-07,2008,7,88.27,,62.42,83.48,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-07-14,2008,7,88.57,,62.45,,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-07-21,2008,7,88.98,,61.74,,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-07-28,2008,7,88.88,,60.73,,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-08-04,2008,8,88.98,,59.48,,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-08-11,2008,8,89.69,,58.02,,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-08-18,2008,8,90.33,,56.51,,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-08-25,2008,8,91.14,,55.99,,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-09-01,2008,9,91.9,,56.21,,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-09-08,2008,9,92.31,,56.76,,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-09-15,2008,9,92.35,,57.23,,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-09-22,2008,9,91.31,,57.71,,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-09-29,2008,9,89.26,,58.29,77.89,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-10-06,2008,10,86.33,,58.88,73.74,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-10-13,2008,10,82.82,,58.51,70.84,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-10-20,2008,10,79.41,54.74,57.61,69.43,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-10-27,2008,10,76.12,53.09,56.88,68.62,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-11-03,2008,11,72.84,52.27,56.06,67.92,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-11-10,2008,11,70.29,50.75,55.67,67.45,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-11-17,2008,11,68.61,49.52,55.27,67.24,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-11-24,2008,11,67.76,48.6,55.04,66.81,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-12-01,2008,12,67.33,47.94,55.56,66.17,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-12-08,2008,12,66.82,47.28,56.04,65.5,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-12-15,2008,12,66.25,,56.48,64.74,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-12-22,2008,12,65.76,,,64.38,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-12-29,2008,12,,,,64.12,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2009-01-05,2009,1,,,,64.02,,,,,,,,,,,,,
2009-01-12,2009,1,,,,63.81,,,,,,,,,,,,,
2009-01-19,2009,1,,,,63.64,,,,,,,,,,,,,
2009-01-26,2009,1,,,,63.5,,1.89,1.88,1.31,1.26,1.58,-0.82,46278.77,38820.25,43348.51,43356.99,33601.45,56084.53
2009-02-02,2009,2,,,,63.43,,1.24,1.51,0.97,0.87,0.96,-2.04,45772.61,38289.09,42782.47,42817.25,33124.14,54767.38
2009-02-09,2009,2,,,,63.1,,0.6,1.14,0.64,0.48,0.34,-3.26,45266.45,37757.92,42216.42,42277.51,32646.82,53450.24
2009-02-16,2009,2,66.59,39.03,,62.86,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-02-23,2009,2,66.88,39.35,,62.74,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-03-02,2009,3,66.92,39.75,,62.74,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-03-09,2009,3,67.26,40.71,54.39,62.69,67.0,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-03-16,2009,3,67.82,41.74,54.1,62.58,67.0,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-03-23,2009,3,68.41,42.38,53.43,62.35,66.86,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-03-30,2009,3,69.04,43.02,52.65,62.25,66.71,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-04-06,2009,4,69.61,43.89,51.5,62.59,66.57,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-04-13,2009,4,70.18,44.53,51.5,63.02,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-04-20,2009,4,70.59,44.88,51.03,63.42,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-04-27,2009,4,70.63,45.15,50.97,63.78,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-05-04,2009,5,70.41,45.48,51.05,64.22,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-05-11,2009,5,70.2,46.38,51.77,64.67,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-05-18,2009,5,69.98,47.2,52.59,64.71,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-05-25,2009,5,69.61,47.9,53.37,64.09,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-06-01,2009,6,69.18,48.54,53.71,63.24,65.43,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-06-08,2009,6,68.76,49.31,54.17,62.48,65.29,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-06-15,2009,6,68.98,49.71,54.0,61.76,65.14,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-06-22,2009,6,69.37,49.95,53.2,60.86,64.43,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-06-29,2009,6,69.43,49.83,51.67,60.0,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-07-06,2009,7,69.35,50.16,49.33,59.38,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-07-13,2009,7,69.45,50.22,47.13,,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-07-20,2009,7,69.82,,44.48,,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-07-27,2009,7,70.16,,41.66,,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-08-03,2009,8,69.88,,39.41,,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-08-10,2009,8,69.49,,37.26,,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-08-17,2009,8,69.27,,35.94,,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-08-24,2009,8,69.06,,35.1,,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-08-31,2009,8,69.08,,34.96,,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-09-07,2009,9,69.14,,35.74,,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-09-14,2009,9,68.98,,36.86,,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-09-21,2009,9,68.78,,37.92,,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-09-28,2009,9,68.72,,39.33,55.81,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-10-05,2009,10,68.8,,40.43,52.72,62.21,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-10-12,2009,10,69.35,,41.48,51.26,60.29,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-10-19,2009,10,69.8,,40.59,50.89,58.29,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-10-26,2009,10,70.51,42.51,39.13,50.78,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-11-02,2009,11,,42.05,38.42,50.96,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-11-09,2009,11,72.61,41.23,38.22,51.16,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-11-16,2009,11,73.27,40.98,38.24,51.73,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-11-23,2009,11,72.84,40.63,38.19,52.17,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-11-30,2009,11,70.49,40.16,38.57,52.24,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-12-07,2009,12,68.41,39.85,39.81,52.31,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-12-14,2009,12,65.33,39.61,41.65,52.38,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-12-21,2009,12,61.14,,42.48,52.38,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-12-28,2009,12,57.8,,42.93,53.1,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2010-01-04,2010,1,54.94,,42.79,53.07,,,,,,,,,,,,,
2010-01-11,2010,1,53.14,,42.89,53.26,,,,,,,,,,,,,
2010-01-18,2010,1,52.71,,42.68,53.59,,,,,,,,,,,,,
2010-01-25,2010,1,51.98,,43.88,53.95,,1.23,1.2,0.76,0.91,0.91,-2.45,44431.52,36546.12,41605.85,41131.08,31234.06,50150.52
2010-02-01,2010,2,51.59,,44.25,54.31,,1.55,1.31,0.88,1.12,1.2,-1.94,44349.33,36375.96,41594.72,40979.41,31000.2,49654.88
2010-02-08,2010,2,52.04,,44.47,54.67,,1.87,1.42,0.99,1.32,1.5,-1.43,44267.14,36205.8,41583.59,40827.74,30766.34,49159.24
2010-02-15,2010,2,51.96,39.08,44.45,54.55,,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-02-22,2010,2,51.55,39.29,45.0,54.93,,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-03-01,2010,3,51.1,39.47,45.0,55.24,,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-03-08,2010,3,50.61,40.0,45.04,55.52,,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-03-15,2010,3,50.02,40.32,44.19,55.9,,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-03-22,2010,3,49.63,40.76,43.3,56.25,,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-03-29,2010,3,49.16,41.13,43.0,56.47,,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-04-05,2010,4,48.86,41.44,43.29,57.16,,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-04-12,2010,4,48.78,41.61,43.19,57.8,,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-04-19,2010,4,48.71,41.67,43.45,58.49,,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-04-26,2010,4,48.8,41.7,43.7,59.04,,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-05-03,2010,5,48.86,41.44,43.94,59.29,,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-05-10,2010,5,48.94,41.41,44.73,59.5,,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-05-17,2010,5,49.08,41.73,45.08,59.95,,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-05-24,2010,5,49.39,42.02,45.37,59.95,,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-05-31,2010,5,49.65,42.36,45.97,59.76,,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-06-07,2010,6,49.8,,46.41,59.33,,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-06-14,2010,6,49.94,43.46,47.02,58.95,,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-06-21,2010,6,50.08,44.3,47.73,58.67,,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-06-28,2010,6,50.06,44.98,48.18,58.29,,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-07-05,2010,7,50.08,45.25,48.38,57.76,,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-07-12,2010,7,50.06,,48.65,57.19,,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-07-19,2010,7,49.84,,48.75,,,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-07-26,2010,7,49.71,,49.47,,,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-08-02,2010,8,49.88,,50.82,,,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-08-09,2010,8,50.49,,51.72,,,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-08-16,2010,8,,,52.86,,,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-08-23,2010,8,,,54.55,,,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-08-30,2010,8,51.98,,,,,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-09-06,2010,9,52.51,,,,,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-09-13,2010,9,53.57,,,,,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-09-20,2010,9,53.92,,,,,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-09-27,2010,9,53.78,,,,,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-10-04,2010,10,54.12,,,,,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-10-11,2010,10,54.75,,,,,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-10-18,2010,10,57.04,,,70.8,,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
2010-10-25,2010,10,58.98,,52.08,69.26,,2.19,1.53,1.1,1.53,1.8,-0.92,44184.95,36035.64,41572.46,40676.06,30532.48,48663.6
