TIME,year,month,T#AT#beef_adults,T#BE#beef_adults,T#CZ#beef_adults,T#DE#beef_adults,T#DK#beef_adults,T#EE#beef_adults,T#EL#beef_adults,T#ES#beef_adults,T#FI#beef_adults,T#FR#beef_adults,T#IE#beef_adults,T#IT#beef_adults,T#LT#beef_adults,T#LU#beef_adults,T#LV#beef_adults,T#NL#beef_adults,T#PL#beef_adults,T#PT#beef_adults,T#RO#beef_adults,T#SE#beef_adults,T#SI#beef_adults,T#SK#beef_adults,C#BEL#inflazione,C#ITA#inflazione,C#DEU#inflazione,C#FRA#inflazione,C#ESP#inflazione,C#IRL#inflazione,C#BEL#gdp,C#ITA#gdp,C#DEU#gdp,C#FRA#gdp,C#ESP#gdp,C#IRL#gdp
2008-04-28,2008,4,308.94,291.18,289.06,312.69,323.73,246.47,405.2,318.54,339.04,314.68,330.38,361.81,254.55,322.74,222.89,296.01,258.5,330.15,200.44,327.73,288.77,267.76,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-05-05,2008,5,307.36,290.98,289.54,310.42,323.63,243.26,405.61,317.17,339.0,313.7,330.69,361.77,254.46,321.88,224.7,295.76,259.95,329.09,202.84,328.37,287.24,271.08,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-05-12,2008,5,305.84,291.09,290.48,307.86,323.72,,405.94,315.89,338.86,313.56,331.01,360.98,255.86,321.97,225.1,297.21,261.3,327.65,207.19,329.19,286.76,273.14,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-05-19,2008,5,305.35,291.54,,305.58,323.33,,406.59,314.16,339.42,314.01,331.33,361.54,252.16,321.48,213.03,297.9,262.65,326.13,207.58,329.61,286.7,275.12,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-05-26,2008,5,304.38,291.99,290.65,304.14,323.04,,407.84,312.35,337.76,314.79,331.79,361.65,248.93,320.41,211.78,299.76,263.66,324.27,213.86,327.38,287.22,280.67,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-06-02,2008,6,304.02,292.36,290.96,303.73,322.69,,409.42,310.62,339.6,315.53,332.51,361.52,248.25,321.18,211.59,300.97,265.06,322.79,215.66,326.11,288.05,285.72,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-06-09,2008,6,304.21,292.83,292.31,303.84,322.63,,410.63,309.06,340.8,316.15,334.24,361.75,247.61,322.33,212.23,302.02,265.57,321.2,218.19,324.8,289.27,289.26,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-06-16,2008,6,304.65,293.32,293.66,304.02,322.63,,410.79,308.09,340.24,316.72,337.02,362.05,246.0,321.9,211.45,302.54,266.78,319.64,220.71,322.65,290.01,291.16,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-06-23,2008,6,304.75,293.74,295.39,304.37,322.42,,411.76,307.49,342.89,317.28,340.09,361.48,242.77,322.63,213.41,303.99,268.21,317.77,223.59,320.96,291.68,292.18,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-06-30,2008,6,304.54,294.3,297.16,304.82,322.29,254.11,412.39,306.73,344.01,317.64,342.05,361.19,243.34,322.67,207.08,304.16,269.07,316.16,227.38,318.13,292.46,292.67,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-07-07,2008,7,304.25,294.67,299.84,304.99,322.0,254.8,412.34,306.45,343.6,317.58,342.4,360.37,245.55,322.35,218.49,303.3,269.73,314.63,229.88,315.29,293.41,294.97,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-07-14,2008,7,303.89,295.04,302.48,304.95,321.55,259.78,411.34,306.05,347.3,317.37,341.37,,247.21,321.5,216.48,301.71,270.57,313.47,234.34,312.59,294.29,294.7,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-07-21,2008,7,304.1,295.53,304.34,305.32,321.92,268.04,410.76,305.2,348.62,317.43,339.87,,244.03,321.2,,301.4,270.19,312.54,238.19,311.17,295.59,292.61,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-07-28,2008,7,304.98,296.19,304.56,306.49,322.47,,410.39,305.19,350.34,318.1,337.71,357.99,243.22,319.53,,301.19,271.27,311.77,241.21,307.93,296.1,292.01,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-08-04,2008,8,305.87,297.24,304.37,308.05,322.83,,410.05,305.0,349.44,319.11,334.89,358.39,241.27,318.77,,301.91,271.91,311.02,243.52,306.26,297.27,290.49,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-08-11,2008,8,,298.51,303.24,309.76,322.99,,409.08,304.4,348.64,319.89,332.23,359.0,241.14,317.88,,301.54,272.07,310.72,245.96,303.7,298.76,294.43,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-08-18,2008,8,,299.96,301.48,312.04,323.04,,409.49,304.64,348.46,320.57,330.11,359.06,237.24,319.23,,303.7,272.35,310.33,246.14,303.48,300.77,298.36,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-08-25,2008,8,312.51,301.23,298.81,315.05,323.75,,408.96,305.99,350.44,321.29,329.15,359.11,234.51,319.86,,305.33,272.33,310.8,,302.09,302.85,297.24,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-09-01,2008,9,315.41,302.6,296.17,318.3,,,409.11,308.03,349.12,322.17,329.39,360.12,232.53,321.4,,306.35,271.55,312.43,,301.36,305.1,296.82,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-09-08,2008,9,317.57,303.96,293.74,320.97,,,408.08,310.34,347.52,322.91,329.19,361.04,232.9,322.36,,306.64,271.27,313.77,,300.8,307.17,295.57,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-09-15,2008,9,318.68,305.25,293.18,322.58,330.73,264.33,407.61,311.75,345.53,323.31,328.11,360.42,231.93,322.31,210.99,306.25,271.23,315.27,,301.34,309.47,294.46,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-09-22,2008,9,319.67,306.36,292.72,323.45,333.62,261.59,407.48,313.05,345.17,323.34,327.05,358.72,231.49,322.89,209.69,306.21,271.06,317.7,,300.94,310.96,294.59,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-09-29,2008,9,319.82,307.13,292.34,324.61,336.12,259.61,407.97,314.98,344.54,323.35,325.76,357.56,232.08,323.5,214.25,307.65,270.48,319.26,,298.84,312.25,287.55,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-10-06,2008,10,320.74,307.42,292.08,325.99,338.8,260.61,407.9,316.81,344.46,323.36,324.07,356.64,230.92,322.0,209.57,306.67,269.19,320.9,,296.53,313.33,285.5,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-10-13,2008,10,321.85,307.89,292.02,327.05,340.52,260.89,408.91,317.91,343.29,323.51,321.5,354.81,230.23,320.8,209.29,305.98,,322.02,241.31,294.4,313.99,285.13,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-10-20,2008,10,322.64,307.95,291.26,327.69,340.2,259.69,409.74,318.97,342.45,323.6,318.88,353.04,228.69,320.83,207.53,307.57,,322.6,237.73,291.46,314.47,284.11,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-10-27,2008,10,323.09,307.77,292.04,327.88,341.05,264.88,411.25,320.18,343.21,323.58,316.96,351.77,226.63,320.97,208.77,308.1,261.11,323.73,234.5,288.32,314.66,285.02,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-11-03,2008,11,322.92,307.35,291.25,327.75,341.08,267.91,412.54,321.4,342.57,323.3,315.63,351.15,223.47,321.22,208.5,307.81,258.37,324.92,232.43,284.86,315.13,286.53,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-11-10,2008,11,322.55,306.92,289.48,328.13,340.7,270.12,413.82,322.91,343.14,322.48,313.51,351.75,222.5,321.04,207.09,306.17,253.93,325.52,231.01,281.76,315.21,286.39,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-11-17,2008,11,323.3,306.33,287.39,328.99,340.41,,414.18,324.82,342.53,321.97,310.65,351.27,222.31,320.61,198.09,303.61,249.94,326.93,231.86,280.4,313.49,287.83,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-11-24,2008,11,323.71,305.87,286.79,329.97,339.53,,414.74,326.04,342.36,321.42,308.65,350.78,223.26,321.33,197.53,301.92,246.88,328.49,233.97,277.27,311.04,285.12,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-12-01,2008,12,323.82,305.59,285.77,330.84,340.48,,414.97,327.57,342.0,320.94,307.7,352.73,224.49,321.1,199.96,303.07,244.75,330.01,234.87,272.83,308.89,285.53,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-12-08,2008,12,323.89,305.87,285.46,331.61,340.87,,415.22,328.71,342.04,320.95,306.59,355.3,225.54,321.59,199.77,301.26,243.87,331.35,234.05,270.07,307.65,289.05,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-12-15,2008,12,324.26,306.35,282.58,333.26,339.99,,415.26,330.2,340.98,321.52,305.4,357.86,225.96,321.71,202.77,299.3,241.39,332.42,234.03,264.18,306.92,291.94,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-12-22,2008,12,325.9,306.96,280.22,335.81,339.7,,414.28,331.87,339.12,322.56,304.73,360.76,227.57,323.1,205.01,302.48,238.44,333.61,231.28,257.94,306.23,293.64,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-12-29,2008,12,,307.48,278.95,338.29,338.56,,414.32,333.79,,324.15,304.62,364.03,226.63,,207.92,301.57,236.67,335.08,230.33,254.7,306.54,295.61,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2009-01-05,2009,1,,308.13,278.94,339.79,337.46,277.21,414.97,335.69,338.48,325.84,303.86,367.47,226.5,,213.58,301.66,236.01,336.5,224.74,250.2,309.25,296.91,,,,,,,,,,,,
2009-01-12,2009,1,330.35,308.54,278.02,340.28,337.1,276.53,415.47,338.26,340.87,327.68,303.01,371.66,226.92,326.89,214.12,301.84,235.0,338.73,223.0,246.5,312.55,298.84,,,,,,,,,,,,
2009-01-19,2009,1,330.54,308.72,276.76,340.5,334.97,276.51,415.97,340.64,341.89,329.35,302.47,374.4,226.27,329.08,218.51,301.18,232.85,341.05,228.5,247.87,315.45,298.98,,,,,,,,,,,,
2009-01-26,2009,1,330.57,308.82,275.85,340.56,333.16,276.51,416.59,343.1,344.29,330.42,302.94,375.96,227.24,328.44,219.8,302.53,230.99,343.87,233.34,247.34,317.3,295.13,1.89,1.88,1.31,1.26,1.58,-0.82,46278.77,38820.25,43348.51,43356.99,33601.45,56084.53
2009-02-02,2009,2,330.47,308.95,275.68,339.79,331.88,273.52,417.23,344.97,346.09,330.73,303.53,377.58,228.6,328.93,,304.15,229.04,347.23,239.53,248.82,318.13,292.9,1.24,1.51,0.97,0.87,0.96,-2.04,45772.61,38289.09,42782.47,42817.25,33124.14,54767.38
2009-02-09,2009,2,330.31,309.02,275.3,338.79,330.54,272.05,418.5,346.31,348.85,330.71,303.57,379.21,230.26,328.82,,302.28,227.5,350.15,244.34,251.24,318.33,291.49,0.6,1.14,0.64,0.48,0.34,-3.26,45266.45,37757.92,42216.42,42277.51,32646.82,53450.24
2009-02-16,2009,2,329.64,309.14,274.51,338.06,330.0,272.04,419.24,346.24,352.55,330.67,303.38,378.6,,328.27,,304.46,225.2,352.67,244.34,250.79,317.42,291.11,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-02-23,2009,2,329.06,309.5,274.51,337.88,330.14,266.63,419.46,344.98,351.87,330.19,304.08,379.12,234.11,327.23,,307.06,223.05,355.12,252.65,250.08,316.05,291.53,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-03-02,2009,3,328.7,310.14,274.61,338.22,329.92,267.0,418.77,342.41,351.4,329.46,304.31,378.89,233.73,326.95,,307.25,221.43,356.0,254.52,248.64,313.86,298.56,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-03-09,2009,3,328.58,310.72,276.98,338.29,330.17,267.84,420.0,338.89,350.27,328.67,303.81,378.73,234.49,325.13,,306.61,221.95,356.65,253.25,245.2,311.13,300.12,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-03-16,2009,3,328.03,311.08,279.97,337.64,329.98,267.86,420.55,335.23,348.25,327.91,302.12,378.49,234.43,326.23,,305.03,223.15,356.38,253.33,244.23,308.3,304.46,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-03-23,2009,3,326.7,311.26,282.64,335.9,330.09,,420.39,331.89,346.28,327.21,300.41,378.18,234.36,326.19,203.64,304.98,224.87,354.99,248.19,244.68,305.71,305.31,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-03-30,2009,3,324.41,311.59,285.27,333.67,330.26,,420.44,328.8,346.8,326.38,299.01,377.86,233.15,325.66,204.1,303.97,225.65,354.3,252.63,245.17,303.64,306.64,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-04-06,2009,4,321.96,311.8,289.01,,329.53,,419.64,326.89,346.39,325.14,298.12,378.45,230.38,325.37,,302.09,228.43,353.32,256.8,246.0,302.24,303.83,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-04-13,2009,4,319.57,311.94,291.15,327.4,,,418.27,325.84,344.9,323.61,297.69,377.53,229.0,326.55,,298.93,231.21,352.46,255.01,247.76,300.32,303.1,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-04-20,2009,4,316.9,312.03,292.1,322.9,,,417.4,325.24,343.32,321.77,297.54,376.61,226.28,326.92,,298.29,233.07,352.11,255.7,251.31,299.32,294.55,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-04-27,2009,4,313.47,312.2,291.67,317.72,,,415.02,325.4,344.55,319.57,297.62,,226.02,327.74,,297.23,233.89,351.68,256.22,254.68,299.0,291.79,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-05-04,2009,5,309.93,312.74,290.21,312.36,,,413.65,325.82,345.21,317.48,297.88,,225.01,326.16,,296.59,234.82,351.56,260.34,256.51,298.78,286.99,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-05-11,2009,5,306.95,313.35,288.77,307.88,,,412.18,325.55,347.11,315.66,298.05,368.87,224.77,324.06,,296.43,235.96,351.78,,258.01,298.15,285.24,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-05-18,2009,5,304.45,313.66,287.45,303.68,,,412.2,324.16,346.9,314.19,298.2,365.98,224.87,,,296.69,237.76,351.36,262.84,258.75,297.07,281.71,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-05-25,2009,5,301.91,314.01,285.69,299.96,,,412.62,321.9,347.32,313.07,298.69,362.24,226.0,,,296.49,239.26,350.42,257.54,258.61,296.02,282.94,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-06-01,2009,6,299.56,314.37,283.82,296.49,,,413.65,318.8,348.36,312.12,299.83,359.07,226.26,314.21,,296.17,239.86,349.04,257.35,258.24,294.72,281.7,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-06-08,2009,6,297.47,314.76,282.71,293.85,,,414.43,,349.75,311.41,301.65,355.78,228.47,313.06,,295.13,240.86,347.55,257.38,257.3,293.42,282.21,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-06-15,2009,6,296.31,314.95,281.51,292.6,311.11,,415.82,311.32,349.83,311.0,,353.71,227.31,312.26,,294.92,242.05,345.71,250.24,255.39,292.17,281.7,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-06-22,2009,6,295.88,314.74,281.07,292.33,310.23,,416.9,307.56,351.12,310.72,305.42,351.34,226.88,312.54,,294.22,242.79,343.55,,252.38,290.79,280.93,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-06-29,2009,6,295.33,314.57,281.37,291.99,308.56,,418.72,303.8,351.66,310.57,306.29,349.38,225.56,312.8,,291.83,244.58,341.37,,249.06,290.0,280.7,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-07-06,2009,7,294.89,314.55,281.58,291.22,306.63,,418.27,301.26,351.58,310.26,306.11,347.49,221.99,318.09,,289.57,245.92,339.13,,246.47,289.38,280.96,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-07-13,2009,7,294.56,314.38,281.53,290.7,306.05,267.24,418.16,299.56,350.62,309.83,304.95,345.98,,318.55,,288.33,246.05,337.5,,244.55,289.43,280.46,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-07-20,2009,7,294.49,314.11,282.49,290.86,305.04,264.67,418.53,299.38,349.59,309.65,302.42,345.27,,318.89,190.75,287.65,247.02,336.85,,243.49,289.73,278.79,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-07-27,2009,7,294.91,313.84,283.2,291.38,304.58,266.23,418.75,300.1,348.9,309.65,298.65,344.62,,317.58,188.51,288.5,248.54,336.44,,243.3,290.01,278.45,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-08-03,2009,8,295.34,313.59,283.76,291.91,304.16,267.35,419.0,300.95,347.17,309.89,294.05,343.2,,316.87,183.52,286.73,251.3,335.69,,243.99,290.63,278.76,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-08-10,2009,8,295.81,313.36,283.46,292.59,303.74,,418.68,301.37,344.14,310.29,289.94,343.06,,315.65,,287.19,253.38,335.26,,246.16,291.3,279.08,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-08-17,2009,8,296.9,313.01,283.05,293.88,304.11,,417.93,302.07,341.71,310.66,287.45,342.26,,314.97,,288.64,254.47,334.78,,248.02,292.23,278.3,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-08-24,2009,8,297.99,312.55,283.44,295.71,304.51,,418.61,302.8,340.84,311.21,285.62,342.06,,314.72,,288.79,256.29,334.51,,250.88,293.35,277.22,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-08-31,2009,8,299.45,312.21,283.81,297.07,305.24,,419.33,303.58,339.89,311.57,284.17,342.02,,315.84,,290.54,258.78,334.58,,252.86,293.7,276.65,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-09-07,2009,9,301.1,311.49,283.51,297.8,306.38,,419.44,303.85,338.67,311.47,283.19,341.93,,316.47,,291.14,260.19,334.12,,255.15,294.12,278.38,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-09-14,2009,9,302.37,310.3,283.41,298.2,307.31,,,304.0,335.99,311.15,282.94,342.28,199.05,317.61,,290.14,260.75,333.91,,257.36,294.96,278.55,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-09-21,2009,9,303.34,309.13,283.87,298.57,307.88,,421.03,304.38,335.37,310.69,283.17,343.3,197.38,320.12,,291.85,259.74,334.5,241.47,259.83,295.68,277.93,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-09-28,2009,9,304.21,308.0,284.0,299.06,308.92,272.91,421.38,305.15,335.27,310.23,282.5,344.16,196.02,322.23,,291.49,258.23,334.74,241.35,260.5,296.47,278.48,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-10-05,2009,10,305.06,307.0,283.36,299.54,309.41,271.02,422.12,305.89,334.38,309.98,280.33,344.43,195.48,324.23,,289.31,256.62,335.02,241.48,261.05,297.07,279.28,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-10-12,2009,10,305.86,305.95,282.11,299.7,310.11,270.42,422.23,306.87,333.72,309.96,278.53,344.25,195.85,325.59,,287.89,254.21,335.52,243.34,260.95,297.54,279.61,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-10-19,2009,10,306.0,304.99,,299.4,309.95,269.96,421.87,307.76,333.29,310.43,277.13,343.51,195.76,324.72,,286.59,252.2,335.88,245.73,260.61,297.18,279.39,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-10-26,2009,10,305.48,304.27,,299.01,309.85,269.4,421.58,307.63,332.8,311.5,275.66,342.64,196.79,325.08,,286.08,250.32,336.12,242.46,259.98,297.12,279.12,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-11-02,2009,11,305.01,303.93,277.71,299.03,310.11,260.16,419.67,308.08,332.7,312.66,273.94,341.39,196.44,325.43,,286.07,248.9,336.58,245.49,257.65,296.47,278.36,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-11-09,2009,11,305.22,303.6,276.5,299.45,311.0,257.43,420.48,308.59,332.53,313.82,272.33,341.62,198.59,323.9,,283.76,248.72,337.15,243.72,255.5,295.29,277.9,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-11-16,2009,11,305.91,303.31,275.76,300.14,310.95,256.65,420.21,309.37,332.96,314.71,271.38,342.39,203.98,322.87,,283.42,250.06,337.81,243.51,254.63,294.1,277.1,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-11-23,2009,11,306.52,302.89,275.17,301.18,311.78,258.79,420.77,310.49,332.47,315.43,271.15,343.84,209.01,321.02,,283.56,251.53,338.71,244.9,253.74,293.08,276.08,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-11-30,2009,11,307.52,302.67,275.09,,313.16,258.98,421.39,311.26,332.6,315.81,270.93,345.17,,319.75,183.98,285.52,253.33,339.36,245.36,253.3,291.88,276.21,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-12-07,2009,12,308.86,302.55,275.49,304.26,315.02,260.87,421.59,312.46,332.96,316.08,270.65,348.32,217.89,319.76,185.47,284.89,254.78,340.33,244.1,252.86,291.94,276.23,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-12-14,2009,12,310.24,302.6,276.12,306.55,315.9,262.14,421.94,314.52,332.6,316.25,270.81,,221.12,317.95,187.1,284.79,256.06,341.42,245.21,251.91,291.97,275.3,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-12-21,2009,12,311.61,302.62,275.78,309.31,314.32,273.63,422.52,316.02,331.69,316.41,271.07,354.51,224.62,316.15,188.25,285.05,257.61,341.99,245.84,252.45,291.8,275.53,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-12-28,2009,12,312.43,302.77,274.95,311.87,313.4,276.36,422.45,317.4,,316.66,272.56,356.31,226.89,315.29,185.93,285.22,258.57,342.65,247.58,252.37,292.29,276.07,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2010-01-04,2010,1,313.79,302.71,274.39,314.05,313.89,276.61,421.7,318.52,,317.27,274.5,358.26,226.24,315.5,189.19,283.93,259.28,343.51,,254.23,293.43,277.14,,,,,,,,,,,,
2010-01-11,2010,1,315.21,302.91,275.43,315.66,313.38,277.95,421.57,319.77,331.21,318.02,276.64,360.32,226.2,316.63,188.32,286.15,261.01,344.15,,257.08,294.61,279.39,,,,,,,,,,,,
2010-01-18,2010,1,316.21,303.23,277.01,317.1,313.52,278.37,419.97,321.52,330.24,318.97,278.53,362.65,226.49,316.82,185.01,288.12,262.95,345.1,255.39,260.53,296.45,280.13,,,,,,,,,,,,
2010-01-25,2010,1,316.65,303.38,278.05,318.77,313.09,276.26,420.22,322.48,330.97,319.87,280.32,364.02,228.05,318.76,186.0,289.01,264.94,345.65,256.55,263.71,298.26,281.63,1.23,1.2,0.76,0.91,0.91,-2.45,44431.52,36546.12,41605.85,41131.08,31234.06,50150.52
